fulfillment_id,order_id,warehouse_hub,delivery_zone,promised_date,actual_delivery_date,delivery_status,delay_reason,delivery_partner
FUL_006935,ORD_006935,Dubai Hub,Zone A,2025-11-15,2025-11-17,Delayed,Address Issue,SpeedLink
FUL_006936,ORD_006936,Sharjah Hub,Zone C,2025-12-26,2025-12-26,On Time,,FastTrack
FUL_006937,ORD_006937,Sharjah Hub,Zone F,2025-12-04,2025-12-04,On Time,,SpeedLink
FUL_006938,ORD_006938,Abu Dhabi Hub,Zone D,2026-01-02,,Failed,Traffic/Weather,SpeedLink
FUL_006939,ORD_006939,Abu Dhabi Hub,Zone B,2025-12-20,,Pending,,SpeedLink
FUL_006940,ORD_006940,Dubai Hub,Zone D,2025-12-23,2025-12-22,On Time,,FastTrack
FUL_006941,ORD_006941,Sharjah Hub,Zone C,2025-11-21,2025-11-20,On Time,,FastTrack
FUL_006942,ORD_006942,Dubai Hub,Zone B,2025-12-06,2025-12-04,On Time,,SpeedLink
FUL_006943,ORD_006943,Sharjah Hub,Zone B,2025-10-19,2025-10-19,on-time,,SpeedLink
FUL_006944,ORD_006944,Dubai Hub,Zone C,2025-12-01,,Pending,,SpeedLink
FUL_006945,ORD_006945,Dubai Hub,Zone B,2025-10-14,2025-10-14,On Time,,FastTrack
FUL_006946,ORD_006946,Abu Dhabi Hub,Zone D,2026-01-02,2025-12-30,On Time,,SpeedLink
FUL_006947,ORD_006947,Abu Dhabi Hub,Zone F,2025-10-29,2025-10-27,On Time,,SpeedLink
FUL_006948,ORD_006948,Abu Dhabi Hub,Zone C,2025-12-13,2025-12-12,On Time,,SpeedLink
FUL_006949,ORD_006949,Abu Dhabi Hub,Zone E,2025-11-03,,Pending,,SpeedLink
FUL_006950,ORD_006950,Dubai Hub,Zone D,2025-12-14,2025-12-14,On Time,,SpeedLink
FUL_006951,ORD_006951,Dubai Hub,Zone E,2026-01-01,,Failed,Traffic/Weather,SpeedLink
FUL_006952,ORD_006952,Dubai Hub,Zone E,2025-11-09,2025-11-07,On Time,,SpeedLink
FUL_006953,ORD_006953,Dubai Hub,Zone E,2026-01-10,,Failed,Rider Unavailable,SpeedLink
FUL_006954,ORD_006954,Sharjah Hub,Zone B,2025-12-03,2025-12-02,On Time,,FastTrack
FUL_006955,ORD_006955,Abu Dhabi Hub,Zone C,2025-10-30,,Pending,,QuickShip
FUL_006956,ORD_006956,Dubai Hub,Zone C,2025-11-27,,Pending,,QuickShip
FUL_006957,ORD_006957,Sharjah Hub,,2025-11-29,2025-11-28,On Time,,FastTrack
FUL_006958,ORD_006958,Sharjah Hub,Zone A,2025-12-15,2025-12-12,On Time,,SpeedLink
FUL_006959,ORD_006959,Dubai Hub,Zone D,2025-10-26,,Pending,,QuickShip
FUL_006960,ORD_006960,Dubai Hub,Zone B,2025-12-30,,Pending,,SpeedLink
FUL_006961,ORD_006961,Abu Dhabi Hub,Zone A,2025-12-10,,Failed,Order Cancelled,SpeedLink
FUL_006962,ORD_006962,Dubai Hub,Zone E,2025-10-27,2025-10-24,On Time,,FastTrack
FUL_006963,ORD_006963,Dubai Hub,Zone E,2025-11-25,,Failed,Address Issue,SpeedLink
FUL_006964,ORD_006964,Dubai Hub,Zone C,2025-12-16,2025-12-16,On Time,,SpeedLink
FUL_006965,ORD_006965,Dubai Hub,Zone E,2025-11-07,2025-11-09,Delayed,Traffic/Weather,SpeedLink
FUL_006966,ORD_006966,Dubai Hub,Zone A,2025-10-28,,Failed,Order Cancelled,FastTrack
FUL_006967,ORD_006967,Dubai Hub,Zone F,2025-12-22,,Pending,,FastTrack
FUL_006968,ORD_006968,Dubai Hub,Zone D,2025-10-30,2025-10-29,On Time,,FastTrack
FUL_006969,ORD_006969,Sharjah Hub,Zone D,2025-12-10,2025-12-09,On Time,,SpeedLink
FUL_006970,ORD_006970,Dubai Hub,Zone F,2026-01-08,,Pending,,SpeedLink
FUL_006971,ORD_006971,Dubai Hub,Zone B,2025-12-06,2025-12-03,On Time,,QuickShip
FUL_006972,ORD_006972,Dubai Hub,Zone B,2025-10-20,,Failed,Order Cancelled,QuickShip
FUL_006973,ORD_006973,Sharjah Hub,Zone C,2025-11-05,2025-11-09,Delayed,Address Issue,QuickShip
FUL_006974,ORD_006974,Abu Dhabi Hub,Zone A,2025-10-12,,Pending,,QuickShip
FUL_006975,ORD_006975,Dubai Hub,Zone D,2025-11-26,,Failed,Warehouse Delay,QuickShip
FUL_006976,ORD_006976,Dubai Hub,Zone B,2025-12-26,2025-12-29,delayed,Address Issue,SpeedLink
FUL_006977,ORD_006977,Dubai Hub,Zone F,2025-12-23,2025-12-20,On Time,,SpeedLink
FUL_006978,ORD_006978,Sharjah Hub,Zone B,2025-10-29,,Pending,,FastTrack
FUL_006979,ORD_006979,Dubai Hub,Zone B,2026-01-05,,Pending,,QuickShip
FUL_006980,ORD_006980,Abu Dhabi Hub,Zone A,2025-10-25,2025-10-25,On Time,,SpeedLink
FUL_006981,ORD_006981,Abu Dhabi Hub,Zone D,2025-10-29,2025-10-25,On Time,,QuickShip
FUL_006982,ORD_006982,Dubai Hub,Zone C,2025-12-29,2026-01-07,Delayed,Warehouse Delay,FastTrack
FUL_006983,ORD_006983,Dubai Hub,Zone B,2025-11-11,2025-11-11,On Time,,FastTrack
FUL_006984,ORD_006984,Sharjah Hub,Zone B,2025-12-26,2025-12-26,On Time,,SpeedLink
FUL_006985,ORD_006985,Dubai Hub,Zone D,2025-12-29,,Failed,Address Issue,SpeedLink
FUL_006986,ORD_006986,Dubai Hub,Zone E,2025-12-24,,Pending,,QuickShip
FUL_006987,ORD_006987,Dubai Hub,Zone F,2025-10-14,2025-10-14,On Time,,QuickShip
FUL_006988,ORD_006988,Dubai Hub,Zone F,2025-12-16,2025-12-14,On Time,,QuickShip
FUL_006989,ORD_006989,Abu Dhabi Hub,Zone A,2025-12-06,2025-12-04,ON TIME,,SpeedLink
FUL_006990,ORD_006990,Dubai Hub,Zone C,2025-12-20,2025-12-20,On Time,,SpeedLink
FUL_006991,ORD_006991,Abu Dhabi Hub,Zone F,2026-01-03,2026-01-03,On Time,,QuickShip
FUL_006992,ORD_006992,Abu Dhabi Hub,Zone D,2025-11-21,2025-11-21,On Time,,FastTrack
FUL_006993,ORD_006993,Dubai Hub,Zone C,2025-11-16,2025-11-20,Delayed,Traffic/Weather,FastTrack
FUL_006994,ORD_006994,Dubai Hub,Zone E,2025-10-11,2025-10-14,Delayed,Rider Unavailable,SpeedLink
FUL_006995,ORD_006995,Sharjah Hub,Zone F,2025-11-28,2025-12-02,Delayed,Customer Unavailable,QuickShip
FUL_006996,ORD_006996,Dubai Hub,Zone A,2026-01-08,,Pending,,SpeedLink
FUL_006997,ORD_006997,Abu Dhabi Hub,Zone A,2025-11-24,2025-11-23,OnTime,,FastTrack
FUL_006998,ORD_006998,Dubai Hub,Zone B,2026-01-01,2026-01-07,Delayed,Address Issue,QuickShip
FUL_006999,ORD_006999,Dubai Hub,Zone E,2025-12-03,,Pending,,QuickShip
FUL_007000,ORD_007000,Sharjah Hub,Zone B,2025-10-16,,Failed,Rider Unavailable,FastTrack
FUL_007001,ORD_007001,Sharjah Hub,Zone C,2025-10-23,,Pending,,SpeedLink
FUL_007002,ORD_007002,Dubai Hub,Zone E,2025-10-31,2025-10-30,On Time,,QuickShip
FUL_007003,ORD_007003,Dubai Hub,Zone B,2026-01-07,,Failed,Order Cancelled,FastTrack
FUL_007004,ORD_007004,Dubai Hub,Zone B,2025-11-27,2025-11-26,On Time,,SpeedLink
FUL_007005,ORD_007005,Dubai Hub,Zone F,2025-12-19,2025-12-18,On Time,,QuickShip
FUL_007006,ORD_007006,Dubai Hub,Zone B,2025-12-07,2025-12-04,On Time,,QuickShip
FUL_007007,ORD_007007,Abu Dhabi Hub,Zone A,2025-12-20,2025-12-28,Delayed,Traffic/Weather,QuickShip
FUL_007008,ORD_007008,Sharjah Hub,Zone F,2025-12-13,,Failed,Order Cancelled,QuickShip
FUL_007009,ORD_007009,Abu Dhabi Hub,Zone C,2026-01-08,2026-01-07,On Time,,SpeedLink
FUL_007010,ORD_007010,Dubai Hub,Zone A,2025-11-30,2025-11-29,on-time,,QuickShip
FUL_007011,ORD_007011,Dubai Hub,Zone D,2025-11-09,,Failed,Order Cancelled,SpeedLink
FUL_007012,ORD_007012,Dubai Hub,Zone D,2025-12-06,2025-12-05,On Time,,QuickShip
FUL_007013,ORD_007013,Abu Dhabi Hub,Zone D,2025-12-28,2025-12-28,On Time,,FastTrack
FUL_007014,ORD_007014,Dubai Hub,Zone D,2025-12-20,,Failed,Order Cancelled,FastTrack
FUL_007015,ORD_007015,Dubai Hub,Zone D,2025-12-23,2025-12-23,On Time,,QuickShip
FUL_007016,ORD_007016,Dubai Hub,Zone B,2025-12-20,,Pending,,QuickShip
FUL_007017,ORD_007017,Abu Dhabi Hub,Zone B,2025-11-27,2025-11-25,On Time,,QuickShip
FUL_007018,ORD_007018,Dubai Hub,Zone D,2025-10-25,2025-10-24,On Time,,FastTrack
FUL_007019,ORD_007019,Abu Dhabi Hub,Zone A,2025-11-24,2025-11-23,ON TIME,,FastTrack
FUL_007020,ORD_007020,Sharjah Hub,,2025-12-05,2025-12-05,On Time,,FastTrack
FUL_007021,ORD_007021,Sharjah Hub,Zone B,2025-11-22,2025-11-22,On Time,,FastTrack
FUL_007022,ORD_007022,Dubai Hub,Zone A,2025-10-24,2025-10-22,On Time,,QuickShip
FUL_007023,ORD_007023,Sharjah Hub,Zone F,2025-12-24,2025-12-24,On Time,,QuickShip
FUL_007024,ORD_007024,Dubai Hub,Zone C,2026-01-08,2026-01-08,On Time,,QuickShip
FUL_007025,ORD_007025,Dubai Hub,Zone C,2025-12-31,2025-12-31,On Time,,FastTrack
FUL_007026,ORD_007026,Sharjah Hub,Zone D,2025-12-16,,Pending,,SpeedLink
FUL_007027,ORD_007027,Sharjah Hub,Zone E,2025-12-09,2025-12-08,On Time,,FastTrack
FUL_007028,ORD_007028,Dubai Hub,Zone B,2025-12-03,2025-12-06,Delayed,Traffic/Weather,FastTrack
FUL_007029,ORD_007029,Abu Dhabi Hub,Zone D,2025-10-15,2025-10-14,On Time,,SpeedLink
FUL_007030,ORD_007030,Sharjah Hub,Zone F,2025-11-09,2025-11-06,On Time,,QuickShip
FUL_007031,ORD_007031,Abu Dhabi Hub,Zone D,2025-12-10,2025-12-09,On Time,,FastTrack
FUL_007032,ORD_007032,Dubai Hub,Zone E,2025-11-29,2025-11-29,On Time,,FastTrack
FUL_007033,ORD_007033,Abu Dhabi Hub,Zone F,2026-01-01,2025-12-31,On Time,,QuickShip
FUL_007034,ORD_007034,Abu Dhabi Hub,Zone E,2025-11-15,,Failed,Order Cancelled,SpeedLink
FUL_007035,ORD_007035,Dubai Hub,Zone D,2025-10-25,,Pending,,QuickShip
FUL_007036,ORD_007036,Dubai Hub,Zone F,2025-12-01,2025-12-01,On Time,,QuickShip
FUL_007037,ORD_007037,Abu Dhabi Hub,Zone A,2026-01-10,,Failed,Address Issue,QuickShip
FUL_007038,ORD_007038,Abu Dhabi Hub,Zone B,2025-10-15,2025-10-15,On Time,,SpeedLink
FUL_007039,ORD_007039,Abu Dhabi Hub,Zone A,2025-12-17,2025-12-13,On Time,,SpeedLink
FUL_007040,ORD_007040,Sharjah Hub,Zone F,2025-12-18,2025-12-20,Delayed,Address Issue,QuickShip
FUL_007041,ORD_007041,Dubai Hub,Zone C,2025-10-12,2025-10-11,On Time,,QuickShip
FUL_007042,ORD_007042,Dubai Hub,Zone C,2025-12-04,,Pending,,SpeedLink
FUL_007043,ORD_007043,Dubai Hub,Zone E,2025-11-27,2025-11-26,On Time,,FastTrack
FUL_007044,ORD_007044,Dubai Hub,Zone A,2025-10-10,2025-10-10,On Time,,QuickShip
FUL_007045,ORD_007045,Dubai Hub,Zone C,2025-12-06,2025-12-04,On Time,,SpeedLink
FUL_007046,ORD_007046,Dubai Hub,Zone C,2025-12-27,2025-12-26,On Time,,QuickShip
FUL_007047,ORD_007047,Abu Dhabi Hub,Zone F,2025-12-03,,Failed,Order Cancelled,FastTrack
FUL_007048,ORD_007048,Abu Dhabi Hub,Zone A,2026-01-06,2026-01-04,On Time,,FastTrack
FUL_007049,ORD_007049,Abu Dhabi Hub,Zone B,2025-12-20,2025-12-19,on-time,,SpeedLink
FUL_007050,ORD_007050,Abu Dhabi Hub,Zone E,2025-12-13,2025-12-13,On Time,,SpeedLink
FUL_007051,ORD_007051,Abu Dhabi Hub,Zone A,2025-11-21,,Failed,Order Cancelled,QuickShip
FUL_007052,ORD_007052,Dubai Hub,Zone B,2025-10-14,2025-10-12,On Time,,SpeedLink
FUL_007053,ORD_007053,Abu Dhabi Hub,Zone A,2026-01-01,2025-12-29,On Time,,QuickShip
FUL_007054,ORD_007054,Dubai Hub,Zone A,2025-12-26,,Pending,,FastTrack
FUL_007055,ORD_007055,Dubai Hub,Zone A,2025-11-26,2025-11-23,On Time,,SpeedLink
FUL_007056,ORD_007056,Dubai Hub,Zone C,2025-10-23,,Pending,,SpeedLink
FUL_007057,ORD_007057,Abu Dhabi Hub,Zone A,2025-11-28,2025-11-26,On Time,,SpeedLink
FUL_007058,ORD_007058,Sharjah Hub,Zone C,2025-11-27,2025-11-27,On Time,,QuickShip
FUL_007059,ORD_007059,Sharjah Hub,Zone F,2025-11-04,2025-11-02,On Time,,QuickShip
FUL_007060,ORD_007060,Abu Dhabi Hub,Zone F,2025-11-30,,Pending,,QuickShip
FUL_007061,ORD_007061,Abu Dhabi Hub,Zone A,2025-10-31,2025-10-30,On Time,,QuickShip
FUL_007062,ORD_007062,Dubai Hub,Zone A,2025-12-31,2026-01-05,Delayed,Rider Unavailable,FastTrack
FUL_007063,ORD_007063,Dubai Hub,Zone E,2025-12-25,2025-12-25,On Time,,QuickShip
FUL_007064,ORD_007064,Dubai Hub,Zone E,2025-11-24,,Failed,Traffic/Weather,QuickShip
FUL_007065,ORD_007065,Abu Dhabi Hub,Zone F,2025-12-01,2025-11-27,On Time,,QuickShip
FUL_007066,ORD_007066,Dubai Hub,Zone F,2025-12-12,,Pending,,FastTrack
FUL_007067,ORD_007067,Abu Dhabi Hub,Zone C,2025-10-22,,Failed,Order Cancelled,SpeedLink
FUL_007068,ORD_007068,Dubai Hub,Zone F,2025-11-21,2025-11-20,On Time,,FastTrack
FUL_007069,ORD_007069,Abu Dhabi Hub,Zone A,2025-11-22,,PENDING,,SpeedLink
FUL_007070,ORD_007070,Abu Dhabi Hub,Zone A,2026-01-04,2026-01-03,On Time,,SpeedLink
FUL_007071,ORD_007071,Abu Dhabi Hub,Zone B,2025-12-16,2025-12-21,Delayed,Address Issue,FastTrack
FUL_007072,ORD_007072,Dubai Hub,Zone C,2025-12-02,2025-12-02,on-time,,SpeedLink
FUL_007073,ORD_007073,Dubai Hub,Zone D,2026-01-01,2025-12-30,On Time,,QuickShip
FUL_007074,ORD_007074,Abu Dhabi Hub,Zone C,2025-11-16,2025-11-15,On Time,,FastTrack
FUL_007075,ORD_007075,Dubai Hub,Zone F,2026-01-04,2026-01-10,Delayed,Traffic/Weather,FastTrack
FUL_007076,ORD_007076,Dubai Hub,Zone C,2025-11-26,2025-11-25,On Time,,FastTrack
FUL_007077,ORD_007077,Dubai Hub,Zone E,2025-10-30,2025-10-29,On Time,,QuickShip
FUL_007078,ORD_007078,Abu Dhabi Hub,Zone F,2025-12-30,,Failed,Order Cancelled,FastTrack
FUL_007079,ORD_007079,Dubai Hub,Zone C,2025-10-13,2025-10-10,On Time,,QuickShip
FUL_007080,ORD_007080,Dubai Hub,Zone F,2025-10-24,2025-11-01,Delayed,Traffic/Weather,FastTrack
FUL_007081,ORD_007081,Dubai Hub,Zone D,2025-10-26,2025-11-01,Delayed,Address Issue,SpeedLink
FUL_007082,ORD_007082,Sharjah Hub,Zone D,2025-11-05,2025-11-05,On Time,,SpeedLink
FUL_007083,ORD_007083,Dubai Hub,Zone C,2025-10-28,2025-10-31,Delayed,Traffic/Weather,QuickShip
FUL_007084,ORD_007084,Dubai Hub,Zone A,2025-11-06,,Pending,,FastTrack
FUL_007085,ORD_007085,Dubai Hub,Zone A,2025-10-31,2025-10-30,On Time,,QuickShip
FUL_007086,ORD_007086,Dubai Hub,Zone F,2025-10-18,2025-10-18,On Time,,FastTrack
FUL_007087,ORD_007087,Sharjah Hub,Zone A,2025-10-17,2025-10-17,On Time,,SpeedLink
FUL_007088,ORD_007088,Sharjah Hub,Zone E,2025-10-16,2025-10-14,On Time,,SpeedLink
FUL_007089,ORD_007089,Dubai Hub,Zone D,2025-10-16,,Failed,Order Cancelled,SpeedLink
FUL_007090,ORD_007090,Dubai Hub,Zone D,2025-11-23,2025-11-23,On Time,,FastTrack
FUL_007091,ORD_007091,Abu Dhabi Hub,Zone D,2025-10-23,,Failed,Order Cancelled,SpeedLink
FUL_007092,ORD_007092,Dubai Hub,Zone E,2025-12-17,2025-12-15,On Time,,SpeedLink
FUL_007093,ORD_007093,Sharjah Hub,Zone A,2025-10-21,2025-10-17,On Time,,FastTrack
FUL_007094,ORD_007094,Dubai Hub,Zone E,2025-10-20,2025-10-20,On Time,,FastTrack
FUL_007095,ORD_007095,Sharjah Hub,Zone B,2025-10-14,2025-10-13,On Time,,SpeedLink
FUL_007096,ORD_007096,Abu Dhabi Hub,Zone F,2025-11-03,,Failed,Order Cancelled,FastTrack
FUL_007097,ORD_007097,Dubai Hub,Zone D,2025-12-02,2025-11-30,On Time,,QuickShip
FUL_007098,ORD_007098,Dubai Hub,Zone E,2025-10-19,2025-10-18,On Time,,QuickShip
FUL_007099,ORD_007099,Abu Dhabi Hub,Zone E,2025-10-15,,Failed,Order Cancelled,QuickShip
FUL_007100,ORD_007100,Dubai Hub,Zone F,2025-12-06,,Pending,,FastTrack
FUL_007101,ORD_007101,Dubai Hub,Zone D,2025-12-09,2025-12-09,On Time,,QuickShip
FUL_007102,ORD_007102,Dubai Hub,Zone A,2025-11-15,,Pending,,SpeedLink
FUL_007103,ORD_007103,Dubai Hub,Zone A,2026-01-10,,Pending,,FastTrack
FUL_007104,ORD_007104,Abu Dhabi Hub,Zone C,2026-01-06,,Failed,Order Cancelled,QuickShip
FUL_007105,ORD_007105,Dubai Hub,Zone D,2025-12-30,2025-12-31,Delayed,Rider Unavailable,SpeedLink
FUL_007106,ORD_007106,Dubai Hub,Zone E,2025-11-20,2025-11-19,On Time,,SpeedLink
FUL_007107,ORD_007107,Dubai Hub,Zone A,2025-11-22,,Failed,Order Cancelled,FastTrack
FUL_007108,ORD_007108,Dubai Hub,Zone E,2025-11-20,2025-11-29,Delayed,Warehouse Delay,QuickShip
FUL_007109,ORD_007109,Dubai Hub,Zone D,2025-11-19,2025-11-19,On Time,,SpeedLink
FUL_007110,ORD_007110,Abu Dhabi Hub,Zone D,2025-11-26,2025-11-25,On Time,,SpeedLink
FUL_007111,ORD_007111,Abu Dhabi Hub,Zone E,2025-11-10,,Pending,,QuickShip
FUL_007112,ORD_007112,Abu Dhabi Hub,Zone F,2026-01-05,2026-01-06,Delayed,Traffic/Weather,QuickShip
FUL_007113,ORD_007113,Dubai Hub,Zone B,2025-12-03,,Pending,,QuickShip
FUL_007114,ORD_007114,Dubai Hub,Zone B,2025-10-17,2025-10-22,Delayed,Traffic/Weather,FastTrack
FUL_007115,ORD_007115,Sharjah Hub,,2025-10-27,2025-10-27,On Time,,FastTrack
FUL_007116,ORD_007116,Abu Dhabi Hub,Zone D,2025-12-13,2025-12-12,On Time,,FastTrack
FUL_007117,ORD_007117,Dubai Hub,Zone F,2025-10-17,2025-10-22,Delayed,Warehouse Delay,SpeedLink
FUL_007118,ORD_007118,Dubai Hub,Zone A,2025-11-06,2025-11-06,On Time,,SpeedLink
FUL_007119,ORD_007119,Sharjah Hub,Zone E,2025-11-18,2025-11-16,On Time,,FastTrack
FUL_007120,ORD_007120,Abu Dhabi Hub,Zone C,2026-01-02,,Pending,,FastTrack
FUL_007121,ORD_007121,Sharjah Hub,Zone C,2025-10-20,,Failed,Rider Unavailable,SpeedLink
FUL_007122,ORD_007122,Abu Dhabi Hub,Zone F,2025-10-13,2025-10-10,On Time,,QuickShip
FUL_007123,ORD_007123,Dubai Hub,Zone A,2025-12-14,2025-12-10,ON TIME,,QuickShip
FUL_007124,ORD_007124,Dubai Hub,Zone C,2025-11-19,2025-11-19,On Time,,SpeedLink
FUL_007125,ORD_007125,Dubai Hub,Zone C,2025-10-27,2025-10-25,On Time,,SpeedLink
FUL_007126,ORD_007126,Dubai Hub,Zone F,2026-01-08,,Pending,,FastTrack
FUL_007127,ORD_007127,Dubai Hub,Zone E,2025-12-25,,PENDING,,SpeedLink
FUL_007128,ORD_007128,Abu Dhabi Hub,Zone B,2025-10-19,2025-10-17,On Time,,SpeedLink
FUL_007129,ORD_007129,Dubai Hub,Zone B,2025-10-28,2025-10-26,On Time,,FastTrack
FUL_007130,ORD_007130,Dubai Hub,Zone E,2026-01-06,,Failed,Order Cancelled,QuickShip
FUL_007131,ORD_007131,Dubai Hub,Zone E,2026-01-07,2026-01-06,On Time,,QuickShip
FUL_007132,ORD_007132,Abu Dhabi Hub,Zone B,2025-10-14,,FAILED,Order Cancelled,SpeedLink
FUL_007133,ORD_007133,Dubai Hub,Zone B,2025-12-07,2025-12-06,On Time,,SpeedLink
FUL_007134,ORD_007134,Dubai Hub,Zone D,2025-11-05,,Failed,Order Cancelled,QuickShip
FUL_007135,ORD_007135,Sharjah Hub,Zone B,2025-12-19,2025-12-17,On Time,,FastTrack
FUL_007136,ORD_007136,Abu Dhabi Hub,Zone D,2025-10-29,2025-10-27,on-time,,QuickShip
FUL_007137,ORD_007137,Dubai Hub,Zone D,2025-12-26,2025-12-23,On Time,,SpeedLink
FUL_007138,ORD_007138,Abu Dhabi Hub,Zone E,2025-11-21,,Pending,,FastTrack
FUL_007139,ORD_007139,Abu Dhabi Hub,Zone A,2025-12-19,2025-12-17,On Time,,QuickShip
FUL_007140,ORD_007140,Abu Dhabi Hub,Zone C,2025-12-14,2025-12-14,On Time,,QuickShip
FUL_007141,ORD_007141,Sharjah Hub,Zone C,2025-10-31,2025-11-03,Delayed,Address Issue,SpeedLink
FUL_007142,ORD_007142,Dubai Hub,Zone D,2025-12-30,2025-12-29,On Time,,QuickShip
FUL_007143,ORD_007143,Sharjah Hub,Zone D,2025-12-31,2025-12-30,On Time,,QuickShip
FUL_007144,ORD_007144,Sharjah Hub,Zone B,2025-11-20,2025-11-24,Delayed,Address Issue,FastTrack
FUL_007145,ORD_007145,Dubai Hub,Zone B,2025-12-23,2025-12-30,Delayed,Traffic/Weather,FastTrack
FUL_007146,ORD_007146,Dubai Hub,Zone B,2025-11-01,,failed,Rider Unavailable,QuickShip
FUL_007147,ORD_007147,Sharjah Hub,Zone C,2025-10-18,2025-10-17,On Time,,FastTrack
FUL_007148,ORD_007148,Sharjah Hub,Zone B,2025-11-12,2025-11-12,On Time,,SpeedLink
FUL_007149,ORD_007149,Dubai Hub,Zone B,2025-12-02,,Pending,,SpeedLink
FUL_007150,ORD_007150,Abu Dhabi Hub,Zone D,2025-12-14,,Pending,,SpeedLink
FUL_007151,ORD_007151,Dubai Hub,Zone E,2025-12-04,2025-12-02,On Time,,QuickShip
FUL_007152,ORD_007152,Sharjah Hub,Zone F,2026-01-04,2026-02-26,Delayed,Traffic/Weather,FastTrack
FUL_007153,ORD_007153,Sharjah Hub,Zone C,2025-11-23,,Pending,,SpeedLink
FUL_007154,ORD_007154,Dubai Hub,Zone A,2025-10-22,,Pending,,QuickShip
FUL_007155,ORD_007155,Abu Dhabi Hub,Zone C,2025-12-17,2025-12-19,Delayed,Traffic/Weather,QuickShip
FUL_007156,ORD_007156,Dubai Hub,Zone F,2026-01-04,2026-01-02,On Time,,FastTrack
FUL_007157,ORD_007157,Abu Dhabi Hub,Zone B,2026-01-07,2026-01-04,On Time,,SpeedLink
FUL_007158,ORD_007158,Dubai Hub,Zone B,2025-11-16,2025-11-15,OnTime,,QuickShip
FUL_007159,ORD_007159,Sharjah Hub,Zone C,2025-12-28,2025-12-28,On Time,,SpeedLink
FUL_007160,ORD_007160,Sharjah Hub,Zone D,2025-12-01,2025-12-01,On Time,,FastTrack
FUL_007161,ORD_007161,Dubai Hub,Zone B,2025-12-11,2025-12-09,On Time,,FastTrack
FUL_007162,ORD_007162,Sharjah Hub,Zone E,2025-11-04,2025-11-04,On Time,,SpeedLink
FUL_007163,ORD_007163,Dubai Hub,Zone B,2025-12-02,2025-11-29,On Time,,FastTrack
FUL_007164,ORD_007164,Sharjah Hub,Zone E,2025-11-13,2025-11-12,On Time,,QuickShip
FUL_007165,ORD_007165,Dubai Hub,Zone D,2025-10-28,2025-11-03,Delayed,Rider Unavailable,FastTrack
FUL_007166,ORD_007166,Dubai Hub,Zone F,2026-01-08,2026-01-06,On Time,,FastTrack
FUL_007167,ORD_007167,Abu Dhabi Hub,Zone F,2025-11-19,2025-11-19,On Time,,SpeedLink
FUL_007168,ORD_007168,Dubai Hub,,2025-11-16,2025-11-19,Delayed,Address Issue,QuickShip
FUL_007169,ORD_007169,Abu Dhabi Hub,Zone F,2025-11-14,,Pending,,FastTrack
FUL_007170,ORD_007170,Abu Dhabi Hub,Zone D,2025-11-15,2025-11-13,On Time,,SpeedLink
FUL_007171,ORD_007171,Sharjah Hub,Zone D,2025-11-28,2025-11-27,On Time,,SpeedLink
FUL_007172,ORD_007172,Dubai Hub,Zone F,2025-10-23,2025-10-22,On Time,,FastTrack
FUL_007173,ORD_007173,Dubai Hub,Zone A,2026-01-04,2026-01-03,On Time,,QuickShip
FUL_007174,ORD_007174,Sharjah Hub,Zone C,2025-12-11,2025-12-13,Delayed,Address Issue,FastTrack
FUL_007175,ORD_007175,Sharjah Hub,Zone C,2025-11-26,2025-11-24,On Time,,FastTrack
FUL_007176,ORD_007176,Sharjah Hub,Zone F,2025-12-31,2026-01-04,delayed,Rider Unavailable,QuickShip
FUL_007177,ORD_007177,Dubai Hub,Zone D,2025-10-24,,Failed,Order Cancelled,QuickShip
FUL_007178,ORD_007178,Dubai Hub,Zone E,2025-11-22,,Failed,Order Cancelled,SpeedLink
FUL_007179,ORD_007179,Dubai Hub,Zone B,2025-11-30,2025-11-29,On Time,,FastTrack
FUL_007180,ORD_007180,Dubai Hub,Zone E,2026-01-04,,Pending,,FastTrack
FUL_007181,ORD_007181,Dubai Hub,Zone A,2025-12-21,,Pending,,SpeedLink
FUL_007182,ORD_007182,Sharjah Hub,Zone A,2025-11-23,2025-11-23,On Time,,FastTrack
FUL_007183,ORD_007183,Sharjah Hub,Zone A,2025-12-25,2025-12-22,On Time,,FastTrack
FUL_007184,ORD_007184,Abu Dhabi Hub,Zone B,2025-11-06,2025-11-06,On Time,,QuickShip
FUL_007185,ORD_007185,Dubai Hub,Zone C,2025-10-18,,Failed,Traffic/Weather,FastTrack
FUL_007186,ORD_007186,Dubai Hub,Zone B,2025-11-16,2025-11-15,On Time,,SpeedLink
FUL_007187,ORD_007187,Abu Dhabi Hub,Zone F,2025-11-12,2025-11-21,Delayed,Traffic/Weather,SpeedLink
FUL_007188,ORD_007188,Dubai Hub,Zone D,2025-11-05,2025-11-02,On Time,,FastTrack
FUL_007189,ORD_007189,Dubai Hub,Zone F,2025-12-23,2025-12-23,On Time,,FastTrack
FUL_007190,ORD_007190,Sharjah Hub,Zone C,2025-10-24,2025-10-24,On Time,,QuickShip
FUL_007191,ORD_007191,Abu Dhabi Hub,Zone F,2025-10-21,,Pending,,SpeedLink
FUL_007192,ORD_007192,Abu Dhabi Hub,Zone F,2025-11-18,,Failed,Customer Unavailable,QuickShip
FUL_007193,ORD_007193,Dubai Hub,Zone D,2025-11-29,2025-11-28,On Time,,SpeedLink
